scenario,method,mae_mu_a,mae_sigma_a_sq,mae_cov_z_a,mean_mu_z,std_mu_z,mean_sigma_z_sq,std_sigma_z_sq
Random - Small Var,LL-Softmax,0.000483441213279533,0.0003329727657227619,0.005704234182914575,-0.028970350520778277,0.5822601154398004,0.058261832297173556,0.027392009751288172
Random - Small Var,MM-Softmax,3.322571409359772e-05,1.5675387405429278e-05,0.005667529419689756,-0.028970350520778277,0.5822601154398004,0.058261832297173556,0.027392009751288172
Random - Small Var,MM-Remax,0.0001369389696948754,0.0007320256568826243,0.011778927106003718,-0.028970350520778277,0.5822601154398004,0.058261832297173556,0.027392009751288172
Random - Small Var,Probit,0.39301461968212503,0.006738687161747849,,-0.028970350520778277,0.5822601154398004,0.058261832297173556,0.027392009751288172
Random - Small Var,LL-Softmax,0.000883451630806193,0.0005740246049154107,0.005305323662193445,0.10729809172897412,0.5858391589799873,0.055788379608925,0.027007707083872543
Random - Small Var,MM-Softmax,5.555577350121466e-05,2.153813961415428e-05,0.005255262221886659,0.10729809172897412,0.5858391589799873,0.055788379608925,0.027007707083872543
Random - Small Var,MM-Remax,4.40658268981027e-05,0.00023722719326602152,0.007867885445344197,0.10729809172897412,0.5858391589799873,0.055788379608925,0.027007707083872543
Random - Small Var,Probit,0.4288129586452105,0.005786316816681494,,0.10729809172897412,0.5858391589799873,0.055788379608925,0.027007707083872543
Random - Small Var,LL-Softmax,0.0002790841248984828,9.56158861667373e-05,0.002882565939100965,-0.1318175540528865,0.33764775053325924,0.03209019533982686,0.026042036704948188
Random - Small Var,MM-Softmax,5.010531328731721e-05,5.388347463377069e-06,0.0028660736390937525,-0.1318175540528865,0.33764775053325924,0.03209019533982686,0.026042036704948188
Random - Small Var,MM-Remax,0.0010889083634971872,0.001639204299437066,0.009231017875657992,-0.1318175540528865,0.33764775053325924,0.03209019533982686,0.026042036704948188
Random - Small Var,Probit,0.3508207576239026,0.004190798779680818,,-0.1318175540528865,0.33764775053325924,0.03209019533982686,0.026042036704948188
Random - Small Var,LL-Softmax,0.0005045528249542457,0.00019413273073312816,0.0048024537655380305,-0.19552446011605304,0.4265311058707753,0.05197847676942709,0.03358023503049046
Random - Small Var,MM-Softmax,8.880280054365599e-05,1.0838184822643804e-05,0.004766593798719663,-0.19552446011605304,0.4265311058707753,0.05197847676942709,0.03358023503049046
Random - Small Var,MM-Remax,0.002249762102013968,0.00337734920138827,0.01517192191777883,-0.19552446011605304,0.4265311058707753,0.05197847676942709,0.03358023503049046
Random - Small Var,Probit,0.332398078760762,0.006403991356552642,,-0.19552446011605304,0.4265311058707753,0.05197847676942709,0.03358023503049046
Random - Small Var,LL-Softmax,0.0002808141485945749,0.00031766591392282806,0.005740217766532557,0.03685557391379704,0.5584909160689993,0.06371109090014035,0.033065016428153134
Random - Small Var,MM-Softmax,4.042206905481849e-05,1.4127991434505985e-05,0.005710136700112156,0.03685557391379704,0.5584909160689993,0.06371109090014035,0.033065016428153134
Random - Small Var,MM-Remax,0.00040879949567169255,0.0008031331316240786,0.01330262359612564,0.03685557391379704,0.5584909160689993,0.06371109090014035,0.033065016428153134
Random - Small Var,Probit,0.4125641589677736,0.008023902480935702,,0.03685557391379704,0.5584909160689993,0.06371109090014035,0.033065016428153134
Random - Small Var,LL-Softmax,0.0003624022400078489,0.00019240792383200128,0.005069984741301805,-0.00018791144650228772,0.3670706966484962,0.0564207842906833,0.02845631782330457
Random - Small Var,MM-Softmax,6.339138698960786e-05,9.981916173027829e-06,0.005040451746170907,-0.00018791144650228772,0.3670706966484962,0.0564207842906833,0.02845631782330457
Random - Small Var,MM-Remax,0.0006799630597678299,0.0015234914868540383,0.013882170488369596,-0.00018791144650228772,0.3670706966484962,0.0564207842906833,0.02845631782330457
Random - Small Var,Probit,0.4007048811763328,0.007187916410354175,,-0.00018791144650228772,0.3670706966484962,0.0564207842906833,0.02845631782330457
Random - Small Var,LL-Softmax,0.0003376064150047237,0.00015797415819559303,0.0044983812055367,0.3258392178195097,0.3782279148839922,0.05184157099782568,0.027310052543135017
Random - Small Var,MM-Softmax,3.701149278865848e-05,7.485209200111485e-06,0.0044735991511141385,0.3258392178195097,0.3782279148839922,0.05184157099782568,0.027310052543135017
Random - Small Var,MM-Remax,0.00011444834595331927,0.00017757391730616914,0.00802071701096423,0.3258392178195097,0.3782279148839922,0.05184157099782568,0.027310052543135017
Random - Small Var,Probit,0.5190818103289928,0.006153021415008146,,0.3258392178195097,0.3782279148839922,0.05184157099782568,0.027310052543135017
Random - Small Var,LL-Softmax,0.0002995892566219682,0.00024580545916178594,0.004381829223731673,-0.14634736132276702,0.5881580195269555,0.05586956492832738,0.03260125134452701
Random - Small Var,MM-Softmax,6.789574463473697e-05,8.528856400814299e-06,0.0043609462726192285,-0.14634736132276702,0.5881580195269555,0.05586956492832738,0.03260125134452701
Random - Small Var,MM-Remax,0.00013425070551674768,0.00029697032795499034,0.006650394246751933,-0.14634736132276702,0.5881580195269555,0.05586956492832738,0.03260125134452701
Random - Small Var,Probit,0.3491205981887351,0.0058099153909837616,,-0.14634736132276702,0.5881580195269555,0.05586956492832738,0.03260125134452701
Random - Small Var,LL-Softmax,0.00016951003647808078,0.00013306675797162672,0.0034596762682824033,-0.23128299622432102,0.616351089096725,0.0476272236412321,0.02236075485390207
Random - Small Var,MM-Softmax,5.282824553086915e-05,3.703464016909269e-06,0.0034475538532797467,-0.23128299622432102,0.616351089096725,0.0476272236412321,0.02236075485390207
Random - Small Var,MM-Remax,0.0003768239785430755,0.0006560093169673605,0.007390243918124542,-0.23128299622432102,0.616351089096725,0.0476272236412321,0.02236075485390207
Random - Small Var,Probit,0.3209512735322396,0.004891202033759062,,-0.23128299622432102,0.616351089096725,0.0476272236412321,0.02236075485390207
Random - Small Var,LL-Softmax,0.00018267777783829363,0.00016876959189630425,0.004578445244897537,-0.047760452985499705,0.6045581631289337,0.054346509731793016,0.02224981395458793
Random - Small Var,MM-Softmax,8.40139756919201e-05,6.805383763750078e-06,0.004560269914882614,-0.047760452985499705,0.6045581631289337,0.054346509731793016,0.02224981395458793
Random - Small Var,MM-Remax,0.00044666683071958077,0.0008596697952191403,0.012037613712455148,-0.047760452985499705,0.6045581631289337,0.054346509731793016,0.02224981395458793
Random - Small Var,Probit,0.39695953838399917,0.006106147761546175,,-0.047760452985499705,0.6045581631289337,0.054346509731793016,0.02224981395458793
Random - Small Var,LL-Softmax,0.000642835651384864,0.0003314971552391129,0.00522673985135557,-0.1469899059741761,0.552794691672276,0.05945840213269665,0.032688067802736455
Random - Small Var,MM-Softmax,5.2766172666178504e-05,1.612466058320906e-05,0.0051843300950327,-0.1469899059741761,0.552794691672276,0.05945840213269665,0.032688067802736455
Random - Small Var,MM-Remax,0.0005676430675628597,0.0011965412521552535,0.010059491163504655,-0.1469899059741761,0.552794691672276,0.05945840213269665,0.032688067802736455
Random - Small Var,Probit,0.3512262376201813,0.006058912325479804,,-0.1469899059741761,0.552794691672276,0.05945840213269665,0.032688067802736455
Random - Small Var,LL-Softmax,0.0005423080286658555,0.0003571616970435473,0.004689519611620336,0.018040310564241414,0.5041256586726823,0.05056342687457355,0.02534561517311647
Random - Small Var,MM-Softmax,9.130342153794782e-05,1.0056422514415155e-05,0.004660793871479659,0.018040310564241414,0.5041256586726823,0.05056342687457355,0.02534561517311647
Random - Small Var,MM-Remax,0.0002330538065946717,0.0005736249700797255,0.009933362338283354,0.018040310564241414,0.5041256586726823,0.05056342687457355,0.02534561517311647
Random - Small Var,Probit,0.40304519014908,0.005820698778050211,,0.018040310564241414,0.5041256586726823,0.05056342687457355,0.02534561517311647
Random - Small Var,LL-Softmax,0.00045036144461193877,0.0002467051239793647,0.004757194450598084,0.02805269927162663,0.44425956852247706,0.05060078677140285,0.027750155973018564
Random - Small Var,MM-Softmax,5.485632676153068e-05,1.1462559349972417e-05,0.0047224723796364075,0.02805269927162663,0.44425956852247706,0.05060078677140285,0.027750155973018564
Random - Small Var,MM-Remax,0.0003884303070151828,0.0006683060665297531,0.009809306171304832,0.02805269927162663,0.44425956852247706,0.05060078677140285,0.027750155973018564
Random - Small Var,Probit,0.4089155689288613,0.006221951776487966,,0.02805269927162663,0.44425956852247706,0.05060078677140285,0.027750155973018564
Random - Small Var,LL-Softmax,0.00025607680539103326,0.0001250377025816078,0.0035668217938517586,0.05660505145699224,0.5563731392758118,0.04806282570569072,0.02509279106545652
Random - Small Var,MM-Softmax,5.037073027034239e-05,4.195151926095927e-06,0.00355212305637573,0.05660505145699224,0.5563731392758118,0.04806282570569072,0.02509279106545652
Random - Small Var,MM-Remax,0.00011883079083988995,0.00017036188247145683,0.005530970651183544,0.05660505145699224,0.5563731392758118,0.04806282570569072,0.02509279106545652
Random - Small Var,Probit,0.41651639782941247,0.0057812549192513465,,0.05660505145699224,0.5563731392758118,0.04806282570569072,0.02509279106545652
Random - Small Var,LL-Softmax,0.00020926229498458362,0.00011849826841680783,0.0035675321100903266,0.04519205361813219,0.34495008709533725,0.04078669455683683,0.020969472906550796
Random - Small Var,MM-Softmax,5.1997166692979715e-05,3.854829487962728e-06,0.003555223184462148,0.04519205361813219,0.34495008709533725,0.04078669455683683,0.020969472906550796
Random - Small Var,MM-Remax,0.0002834174350632096,0.000642740724641071,0.008752797388783252,0.04519205361813219,0.34495008709533725,0.04078669455683683,0.020969472906550796
Random - Small Var,Probit,0.41627226162781533,0.005373213506970415,,0.04519205361813219,0.34495008709533725,0.04078669455683683,0.020969472906550796
Random - Small Var,LL-Softmax,0.0002392942809527787,0.00017026680311463277,0.005475198795018194,-0.016658309669593464,0.31342928465160597,0.062911202557794,0.021747089804598725
Random - Small Var,MM-Softmax,5.199939172430348e-05,9.956792415336926e-06,0.005451114995754949,-0.016658309669593464,0.31342928465160597,0.062911202557794,0.021747089804598725
Random - Small Var,MM-Remax,0.0004817589329953469,0.0020789770041773487,0.016467673812429594,-0.016658309669593464,0.31342928465160597,0.062911202557794,0.021747089804598725
Random - Small Var,Probit,0.3952778436669607,0.00827180041897912,,-0.016658309669593464,0.31342928465160597,0.062911202557794,0.021747089804598725
Random - Small Var,LL-Softmax,0.00019959004759551312,0.0001293456229572365,0.0046042359728280255,0.057237817159868906,0.28919548468298234,0.05553714533834682,0.029951949367237884
Random - Small Var,MM-Softmax,4.781814855655125e-05,5.91790765759918e-06,0.004584630532193085,0.057237817159868906,0.28919548468298234,0.05553714533834682,0.029951949367237884
Random - Small Var,MM-Remax,0.00032172998736296703,0.0007507330975842292,0.011433381701817,0.057237817159868906,0.28919548468298234,0.05553714533834682,0.029951949367237884
Random - Small Var,Probit,0.420800576646523,0.007516211517496145,,0.057237817159868906,0.28919548468298234,0.05553714533834682,0.029951949367237884
Random - Small Var,LL-Softmax,0.0003001308850109661,0.00019633893925873953,0.005580123903793037,0.10944488088397741,0.5360199955198898,0.06382177726990845,0.022172866066331964
Random - Small Var,MM-Softmax,0.0001002947788078589,1.0013800990653927e-05,0.005552544955400247,0.10944488088397741,0.5360199955198898,0.06382177726990845,0.022172866066331964
Random - Small Var,MM-Remax,0.00027037357586897763,0.00055154232758847,0.012726812679726212,0.10944488088397741,0.5360199955198898,0.06382177726990845,0.022172866066331964
Random - Small Var,Probit,0.4473538402977275,0.007472962754306392,,0.10944488088397741,0.5360199955198898,0.06382177726990845,0.022172866066331964
Random - Small Var,LL-Softmax,0.00044794016104196115,0.00019430889599254204,0.004450544193828368,0.06325992579226136,0.5655660351173466,0.05011177848548326,0.030945668828346193
Random - Small Var,MM-Softmax,4.156861689744509e-05,8.698262556668051e-06,0.004418858243549995,0.06325992579226136,0.5655660351173466,0.05011177848548326,0.030945668828346193
Random - Small Var,MM-Remax,0.00028117849404948333,0.00041780502353918995,0.008171084811804372,0.06325992579226136,0.5655660351173466,0.05011177848548326,0.030945668828346193
Random - Small Var,Probit,0.4202726764975028,0.005614396510649317,,0.06325992579226136,0.5655660351173466,0.05011177848548326,0.030945668828346193
Random - Small Var,LL-Softmax,0.0002948035223800348,0.0002011533195637321,0.004114377672513627,0.08359892059668186,0.553138851416377,0.04675775137421238,0.02815396355253888
Random - Small Var,MM-Softmax,5.250736079677812e-05,8.554073132389614e-06,0.0040956256948383885,0.08359892059668186,0.553138851416377,0.04675775137421238,0.02815396355253888
Random - Small Var,MM-Remax,0.00010607638172619677,0.00020584141807250908,0.007313132977422171,0.08359892059668186,0.553138851416377,0.04675775137421238,0.02815396355253888
Random - Small Var,Probit,0.42960968085075324,0.0052311789764678445,,0.08359892059668186,0.553138851416377,0.04675775137421238,0.02815396355253888
Random - Small Var,LL-Softmax,0.00021447540769290173,0.00012205665042592114,0.0038521538264558414,0.012827470126416033,0.2927738594406859,0.04199673754498175,0.026656851438941497
Random - Small Var,MM-Softmax,5.295789528855649e-05,4.8681758907000285e-06,0.003835041903005529,0.012827470126416033,0.2927738594406859,0.04199673754498175,0.026656851438941497
Random - Small Var,MM-Remax,0.000471414593593005,0.0015656178518456698,0.01272385866416703,0.012827470126416033,0.2927738594406859,0.04199673754498175,0.026656851438941497
Random - Small Var,Probit,0.4051986348926594,0.0057252501856494345,,0.012827470126416033,0.2927738594406859,0.04199673754498175,0.026656851438941497
Random - Small Var,LL-Softmax,0.0003890713782135215,0.00015048216392344027,0.004566476450791976,-0.11907201339273725,0.2702053340858624,0.051259889535198645,0.03574547798276997
Random - Small Var,MM-Softmax,4.627153734653652e-05,8.071337460759494e-06,0.004533732294134552,-0.11907201339273725,0.2702053340858624,0.051259889535198645,0.03574547798276997
Random - Small Var,MM-Remax,0.003763185028024605,0.004669190428273165,0.016774635294599213,-0.11907201339273725,0.2702053340858624,0.051259889535198645,0.03574547798276997
Random - Small Var,Probit,0.3558472313166988,0.006650506270785112,,-0.11907201339273725,0.2702053340858624,0.051259889535198645,0.03574547798276997
Random - Small Var,LL-Softmax,0.00024578333814917334,0.00014531269564443746,0.004031106119504412,0.09011035550871993,0.48909522250562903,0.05340246498104221,0.030782351816506893
Random - Small Var,MM-Softmax,4.474785157490904e-05,4.800096841369059e-06,0.004015244534850918,0.09011035550871993,0.48909522250562903,0.05340246498104221,0.030782351816506893
Random - Small Var,MM-Remax,0.00023217905589892262,0.00027772029312222725,0.007272646674224623,0.09011035550871993,0.48909522250562903,0.05340246498104221,0.030782351816506893
Random - Small Var,Probit,0.43111766927151907,0.006512259037933612,,0.09011035550871993,0.48909522250562903,0.05340246498104221,0.030782351816506893
Random - Small Var,LL-Softmax,0.0003552909442752647,0.0001970135526747803,0.004447094238946091,0.06802077026077256,0.33625922017734783,0.0486565943648488,0.02974565720029629
Random - Small Var,MM-Softmax,4.585481627933166e-05,7.692395899025724e-06,0.0044223771849790814,0.06802077026077256,0.33625922017734783,0.0486565943648488,0.02974565720029629
Random - Small Var,MM-Remax,0.00021159797754055146,0.0011698133607528339,0.012054416312312171,0.06802077026077256,0.33625922017734783,0.0486565943648488,0.02974565720029629
Random - Small Var,Probit,0.42526659674611267,0.0060406859070506694,,0.06802077026077256,0.33625922017734783,0.0486565943648488,0.02974565720029629
Random - Small Var,LL-Softmax,0.00029371204711177434,0.0001600213581829996,0.004469916385320408,-0.15919705077251903,0.41409591953064767,0.050769445692184445,0.02521360600764111
Random - Small Var,MM-Softmax,4.005218751860426e-05,8.828287467843365e-06,0.0044466678347881185,-0.15919705077251903,0.41409591953064767,0.050769445692184445,0.02521360600764111
Random - Small Var,MM-Remax,0.0011980072766655304,0.0016534335051517281,0.010811755831712589,-0.15919705077251903,0.41409591953064767,0.050769445692184445,0.02521360600764111
Random - Small Var,Probit,0.3412892393069765,0.006386583199665667,,-0.15919705077251903,0.41409591953064767,0.050769445692184445,0.02521360600764111
Random - Small Var,LL-Softmax,0.0005691166831861543,0.00043145339164919256,0.0038277300974513036,-0.0024664720598854386,0.673071137773344,0.04326148932868109,0.01882109803489555
Random - Small Var,MM-Softmax,4.707808450918685e-05,1.042884195046475e-05,0.0038068273896058437,-0.0024664720598854386,0.673071137773344,0.04326148932868109,0.01882109803489555
Random - Small Var,MM-Remax,9.116809156044803e-05,0.00024289280609328945,0.00610395271087869,-0.0024664720598854386,0.673071137773344,0.04326148932868109,0.01882109803489555
Random - Small Var,Probit,0.3916837317734945,0.00444228682114867,,-0.0024664720598854386,0.673071137773344,0.04326148932868109,0.01882109803489555
Random - Small Var,LL-Softmax,0.0004374291321106172,0.00035513654447997774,0.0046310990059666894,-0.09836332308692823,0.5718759841728701,0.04715612626900939,0.02960093879382783
Random - Small Var,MM-Softmax,5.9166931205727886e-05,1.222859606563661e-05,0.004604319178568367,-0.09836332308692823,0.5718759841728701,0.04715612626900939,0.02960093879382783
Random - Small Var,MM-Remax,0.00010096195627578548,0.0004941898153715898,0.007876161072386409,-0.09836332308692823,0.5718759841728701,0.04715612626900939,0.02960093879382783
Random - Small Var,Probit,0.3593133329599761,0.0051569267537540445,,-0.09836332308692823,0.5718759841728701,0.04715612626900939,0.02960093879382783
Random - Small Var,LL-Softmax,0.00020196845891532893,0.00010243589379457191,0.0031911664382835575,0.14975118438716958,0.3857820603484646,0.036161420733179975,0.018851662533694087
Random - Small Var,MM-Softmax,2.3509627941723648e-05,3.654123392934336e-06,0.0031795078804659756,0.14975118438716958,0.3857820603484646,0.036161420733179975,0.018851662533694087
Random - Small Var,MM-Remax,0.00020960442722982677,0.0002930114878596428,0.007700199848976075,0.14975118438716958,0.3857820603484646,0.036161420733179975,0.018851662533694087
Random - Small Var,Probit,0.45436298682774157,0.004810885512825976,,0.14975118438716958,0.3857820603484646,0.036161420733179975,0.018851662533694087
Random - Small Var,LL-Softmax,0.00043080104085818497,0.00026493592989949605,0.005752389866829463,0.03511865247426305,0.5599706271884163,0.06253728428280766,0.022776398075812557
Random - Small Var,MM-Softmax,4.4906011802161096e-05,1.5433718326047373e-05,0.0057164634431820195,0.03511865247426305,0.5599706271884163,0.06253728428280766,0.022776398075812557
Random - Small Var,MM-Remax,0.00023738626389297114,0.0006617224806073718,0.011493569311074404,0.03511865247426305,0.5599706271884163,0.06253728428280766,0.022776398075812557
Random - Small Var,Probit,0.4168508102989817,0.006874499159699396,,0.03511865247426305,0.5599706271884163,0.06253728428280766,0.022776398075812557
Random - Small Var,LL-Softmax,0.00021424124851146807,0.00013430996248506367,0.003620518890549538,0.12570806912240262,0.35081175290897876,0.04317914632063689,0.023820089880911333
Random - Small Var,MM-Softmax,5.059192968056153e-05,4.304334662877335e-06,0.0036078301936750185,0.12570806912240262,0.35081175290897876,0.04317914632063689,0.023820089880911333
Random - Small Var,MM-Remax,0.00017138652380710778,0.000373079139367395,0.008259561866265523,0.12570806912240262,0.35081175290897876,0.04317914632063689,0.023820089880911333
Random - Small Var,Probit,0.4454483602603245,0.005643487036052376,,0.12570806912240262,0.35081175290897876,0.04317914632063689,0.023820089880911333
Random - Small Var,LL-Softmax,0.00047275293303842625,0.00019519635797270984,0.0038417335316441328,-0.020526799186812626,0.4217170303880661,0.04302509726173377,0.028571296488923207
Random - Small Var,MM-Softmax,4.976861709172498e-05,6.888764654880949e-06,0.003813103282550235,-0.020526799186812626,0.4217170303880661,0.04302509726173377,0.028571296488923207
Random - Small Var,MM-Remax,0.00022877463653141167,0.0005612607606804938,0.0070306335611004635,-0.020526799186812626,0.4217170303880661,0.04302509726173377,0.028571296488923207
Random - Small Var,Probit,0.3915512333476916,0.005190253678277542,,-0.020526799186812626,0.4217170303880661,0.04302509726173377,0.028571296488923207
Random - Small Var,LL-Softmax,0.00022590001191799756,0.00023956257912949931,0.004743498781214064,0.012218516997737235,0.5693512228016204,0.05255759724007587,0.01976624699389493
Random - Small Var,MM-Softmax,4.997208915259871e-05,7.632270710530307e-06,0.004726304760886879,0.012218516997737235,0.5693512228016204,0.05255759724007587,0.01976624699389493
Random - Small Var,MM-Remax,0.00027880042423331303,0.0005144852049761767,0.010492410866198515,0.012218516997737235,0.5693512228016204,0.05255759724007587,0.01976624699389493
Random - Small Var,Probit,0.4042111426262009,0.0061541169193679805,,0.012218516997737235,0.5693512228016204,0.05255759724007587,0.01976624699389493
Random - Small Var,LL-Softmax,0.00026457212607383825,0.0001850345380174077,0.004787242274333609,-0.3376258784935665,0.5367059452526209,0.055634948317354514,0.023867729567705328
Random - Small Var,MM-Softmax,3.3859738983142706e-05,6.497629783668152e-06,0.004766440477904805,-0.3376258784935665,0.5367059452526209,0.055634948317354514,0.023867729567705328
Random - Small Var,MM-Remax,0.0009239694224468791,0.0036394658155202196,0.013665331528321391,-0.3376258784935665,0.5367059452526209,0.055634948317354514,0.023867729567705328
Random - Small Var,Probit,0.29255474380150576,0.0062405564157897095,,-0.3376258784935665,0.5367059452526209,0.055634948317354514,0.023867729567705328
Random - Small Var,LL-Softmax,0.0002316285214000409,0.0001668590752320693,0.004254747471323671,0.0867449425445026,0.33254551889129524,0.046082155487474095,0.02662501600447191
Random - Small Var,MM-Softmax,4.4633039512356756e-05,8.89071664971358e-06,0.004235848457283847,0.0867449425445026,0.33254551889129524,0.046082155487474095,0.02662501600447191
Random - Small Var,MM-Remax,0.00022464028921441998,0.0007758108262314731,0.011390772269833857,0.0867449425445026,0.33254551889129524,0.046082155487474095,0.02662501600447191
Random - Small Var,Probit,0.4307461161343994,0.006066584794618928,,0.0867449425445026,0.33254551889129524,0.046082155487474095,0.02662501600447191
Random - Small Var,LL-Softmax,0.00038681760254561726,0.00017719588712599224,0.0044276754925380414,-0.16286874169180887,0.4699064056631257,0.04965713925424166,0.02792827465380103
Random - Small Var,MM-Softmax,5.19658860745148e-05,7.829829429466618e-06,0.004403439469928297,-0.16286874169180887,0.4699064056631257,0.04965713925424166,0.02792827465380103
Random - Small Var,MM-Remax,0.0008697336831866959,0.0017649751347094851,0.012338362025225083,-0.16286874169180887,0.4699064056631257,0.04965713925424166,0.02792827465380103
Random - Small Var,Probit,0.34438847714307486,0.005879394309566209,,-0.16286874169180887,0.4699064056631257,0.04965713925424166,0.02792827465380103
Random - Small Var,LL-Softmax,0.0003306155670736707,0.00020872923921141337,0.006148640467665267,0.12992933131322992,0.31254920314252715,0.07006458313789848,0.021585628931057595
Random - Small Var,MM-Softmax,4.356293544150597e-05,1.0682239652162398e-05,0.006118592542495027,0.12992933131322992,0.31254920314252715,0.07006458313789848,0.021585628931057595
Random - Small Var,MM-Remax,0.00030714251801784384,0.0008496899513385579,0.014308265907195502,0.12992933131322992,0.31254920314252715,0.07006458313789848,0.021585628931057595
Random - Small Var,Probit,0.4474029520920045,0.009172595820670922,,0.12992933131322992,0.31254920314252715,0.07006458313789848,0.021585628931057595
Random - Small Var,LL-Softmax,0.0004323323914346824,0.00029404475949802245,0.005202022851780551,-0.04118878427615698,0.3842398809703893,0.05145856272837814,0.033459649501368975
Random - Small Var,MM-Softmax,5.1365133240577344e-05,1.1343934750689403e-05,0.005163930792860986,-0.04118878427615698,0.3842398809703893,0.05145856272837814,0.033459649501368975
Random - Small Var,MM-Remax,0.00020303206402210865,0.0018666528098949114,0.013887841643243626,-0.04118878427615698,0.3842398809703893,0.05145856272837814,0.033459649501368975
Random - Small Var,Probit,0.3817512215095714,0.0064824397181127025,,-0.04118878427615698,0.3842398809703893,0.05145856272837814,0.033459649501368975
